Age,Gender,Marital_Status,Income_Level,Transaction_Frequency,Total_Monetary_Value,Avg_Transaction_Value,Category_Diversity,Total_Interactions,Complaint_Count,Unresolved_Complaint_Ratio,Login_Frequency,Days_Since_Last_Login,Service_Channel,Churn
43,Male,Widowed,Low,6,1099.45,183.24166666666667,4,1.0,1.0,1.0,14,167,Mobile App,1
42,Male,Married,Low,6,2317.93,386.32166666666666,4,0.0,0.0,0.0,38,84,Online Banking,1
57,Female,Widowed,Medium,4,1361.59,340.3975,3,1.0,0.0,0.0,32,81,Online Banking,0
60,Male,Divorced,Medium,1,144.37,144.37,1,0.0,0.0,0.0,36,202,Online Banking,0
46,Male,Married,High,2,395.99,197.995,2,0.0,0.0,0.0,40,168,Website,0
42,Female,Single,High,8,1417.95,177.24375,4,1.0,0.0,0.0,4,120,Mobile App,1
36,Female,Married,High,5,1463.62,292.724,3,0.0,0.0,0.0,21,132,Website,0
21,Female,Widowed,Low,5,1000.79,200.158,3,1.0,0.0,0.0,25,109,Mobile App,0
62,Female,Widowed,Low,5,1521.8600000000001,304.372,3,1.0,0.0,0.0,45,41,Mobile App,0
37,Male,Single,Low,5,825.2,165.04000000000002,4,1.0,1.0,0.0,1,164,Mobile App,0
63,Male,Divorced,Medium,6,1130.44,188.40666666666667,2,2.0,1.0,0.0,47,209,Mobile App,1
18,Female,Single,Medium,7,1600.01,228.57285714285715,4,0.0,0.0,0.0,13,128,Website,0
28,Male,Single,High,9,1729.93,192.21444444444444,5,2.0,1.0,0.0,16,363,Online Banking,0
21,Male,Single,Low,5,1182.6,236.51999999999998,4,0.0,0.0,0.0,29,187,Mobile App,0
24,Female,Single,Medium,5,997.8299999999999,199.56599999999997,2,1.0,1.0,0.0,39,191,Mobile App,0
45,Male,Widowed,Low,8,1829.46,228.6825,4,1.0,0.0,0.0,29,150,Website,1
53,Male,Divorced,Medium,8,2806.69,350.83625,3,1.0,1.0,0.0,12,278,Mobile App,0
24,Female,Married,Low,5,1069.53,213.906,4,1.0,1.0,0.0,31,328,Website,0
37,Male,Divorced,Medium,6,1505.23,250.87166666666667,4,0.0,0.0,0.0,20,62,Mobile App,0
52,Male,Divorced,Medium,8,2238.86,279.8575,5,0.0,0.0,0.0,35,317,Online Banking,0
68,Male,Single,Medium,5,1667.48,333.496,2,0.0,0.0,0.0,41,104,Mobile App,0
68,Female,Divorced,Medium,6,1672.9299999999998,278.82166666666666,5,2.0,1.0,0.0,28,40,Online Banking,0
56,Female,Single,High,2,690.1600000000001,345.08000000000004,2,2.0,0.0,0.0,35,363,Mobile App,1
38,Male,Married,Low,5,830.54,166.108,4,2.0,1.0,1.0,29,346,Website,0
61,Female,Single,Medium,1,38.12,38.12,1,0.0,0.0,0.0,44,134,Mobile App,1
18,Male,Married,Medium,2,580.18,290.09,1,1.0,0.0,0.0,39,337,Online Banking,0
54,Female,Divorced,Low,4,569.13,142.2825,2,1.0,1.0,1.0,29,100,Mobile App,0
63,Male,Single,Medium,3,1178.95,392.98333333333335,3,1.0,1.0,1.0,34,31,Website,0
59,Female,Widowed,Medium,1,47.85,47.85,1,2.0,0.0,0.0,10,173,Mobile App,0
20,Male,Married,Low,8,2656.16,332.02,4,2.0,0.0,0.0,37,98,Online Banking,0
51,Male,Divorced,High,3,524.36,174.78666666666666,2,0.0,0.0,0.0,48,228,Website,0
30,Female,Married,High,1,379.0,379.0,1,1.0,0.0,0.0,7,175,Mobile App,1
33,Male,Single,Medium,2,224.33,112.165,1,2.0,1.0,0.0,9,146,Website,0
51,Male,Widowed,High,9,2320.9,257.8777777777778,4,0.0,0.0,0.0,16,161,Website,0
41,Female,Married,High,2,410.36,205.18,2,2.0,0.0,0.0,21,219,Mobile App,0
30,Female,Married,Medium,2,258.79,129.395,2,1.0,0.0,0.0,14,230,Website,0
23,Male,Married,Medium,6,1581.13,263.5216666666667,4,0.0,0.0,0.0,2,300,Online Banking,0
56,Male,Divorced,High,7,1031.04,147.29142857142855,5,2.0,0.0,0.0,26,79,Online Banking,0
19,Male,Widowed,Medium,7,1537.15,219.59285714285716,5,0.0,0.0,0.0,34,287,Website,0
28,Female,Widowed,Medium,9,2739.69,304.41,4,1.0,0.0,0.0,47,205,Mobile App,0
24,Female,Widowed,High,2,440.09000000000003,220.04500000000002,1,0.0,0.0,0.0,49,6,Website,0
24,Male,Married,Low,6,985.19,164.19833333333335,3,0.0,0.0,0.0,18,12,Website,0
56,Male,Married,High,6,1858.01,309.66833333333335,4,0.0,0.0,0.0,12,163,Website,0
56,Male,Married,High,7,1708.06,244.00857142857143,4,2.0,1.0,0.0,19,17,Online Banking,1
29,Male,Married,High,1,358.81,358.81,1,1.0,0.0,0.0,36,348,Website,0
68,Female,Single,Medium,4,1268.83,317.2075,3,2.0,1.0,1.0,38,107,Online Banking,0
39,Male,Single,High,8,2710.07,338.75875,3,0.0,0.0,0.0,16,246,Website,0
68,Male,Divorced,Medium,3,868.72,289.5733333333333,3,0.0,0.0,0.0,46,73,Website,0
68,Female,Married,Low,1,488.21,488.21,1,2.0,0.0,0.0,8,3,Mobile App,0
69,Female,Divorced,High,8,2066.71,258.33875,4,0.0,0.0,0.0,9,30,Website,0
20,Female,Widowed,Low,8,1940.62,242.5775,5,1.0,0.0,0.0,4,103,Online Banking,0
30,Female,Married,High,7,2189.5499999999997,312.7928571428571,3,0.0,0.0,0.0,36,215,Website,0
47,Male,Single,Medium,8,2181.62,272.7025,5,0.0,0.0,0.0,47,149,Website,0
27,Male,Married,Low,1,328.09,328.09,1,1.0,0.0,0.0,38,174,Online Banking,0
69,Female,Widowed,High,7,1311.23,187.31857142857143,4,2.0,0.0,0.0,49,52,Online Banking,0
26,Female,Divorced,Low,1,189.28,189.28,1,2.0,1.0,0.0,49,275,Website,0
23,Male,Married,Medium,3,745.26,248.42,2,0.0,0.0,0.0,45,113,Website,0
61,Male,Single,Medium,7,776.71,110.95857142857143,5,2.0,1.0,1.0,4,78,Website,0
19,Male,Widowed,High,9,2069.03,229.89222222222224,5,1.0,0.0,0.0,8,88,Online Banking,0
61,Female,Widowed,High,9,2431.0299999999997,270.1144444444444,4,2.0,0.0,0.0,43,357,Mobile App,0
33,Female,Divorced,Low,7,2197.83,313.9757142857143,3,1.0,1.0,0.0,7,133,Mobile App,0
30,Female,Married,Medium,4,812.28,203.07,2,2.0,1.0,0.0,3,296,Website,0
65,Male,Single,Medium,3,436.94,145.64666666666668,3,1.0,0.0,0.0,1,119,Online Banking,0
30,Male,Married,High,4,306.88,76.72,2,0.0,0.0,0.0,4,340,Mobile App,0
39,Male,Single,Medium,2,369.47,184.735,2,2.0,0.0,0.0,1,306,Mobile App,0
36,Female,Divorced,Medium,5,1602.17,320.434,3,2.0,0.0,0.0,46,292,Website,0
43,Female,Widowed,Medium,1,183.21,183.21,1,1.0,0.0,0.0,42,350,Mobile App,0
31,Male,Divorced,Low,9,3026.91,336.3233333333333,4,2.0,1.0,0.0,38,79,Mobile App,0
48,Male,Widowed,Low,3,983.26,327.75333333333333,2,2.0,0.0,0.0,37,133,Mobile App,0
46,Female,Married,Low,7,1649.0800000000002,235.58285714285716,5,0.0,0.0,0.0,12,97,Mobile App,0
62,Female,Widowed,Medium,8,1403.03,175.37875,4,1.0,0.0,0.0,42,40,Online Banking,0
59,Female,Single,High,8,2125.28,265.66,5,2.0,1.0,1.0,10,133,Mobile App,0
39,Male,Divorced,High,9,2794.0,310.44444444444446,4,1.0,0.0,0.0,47,357,Online Banking,0
24,Male,Widowed,High,1,38.78,38.78,1,1.0,0.0,0.0,1,16,Website,1
54,Female,Widowed,Low,3,353.54,117.84666666666668,2,1.0,0.0,0.0,2,284,Online Banking,0
66,Male,Married,Medium,2,517.94,258.97,2,0.0,0.0,0.0,12,352,Website,0
58,Female,Married,Low,7,1040.2,148.6,4,2.0,0.0,0.0,39,106,Online Banking,0
44,Male,Married,Low,4,762.78,190.695,3,1.0,1.0,0.0,48,193,Mobile App,1
48,Male,Single,High,7,1684.39,240.62714285714287,3,1.0,1.0,0.0,36,38,Mobile App,0
23,Male,Married,High,8,1222.55,152.81875,5,1.0,0.0,0.0,7,35,Online Banking,0
33,Female,Widowed,Medium,5,1235.8,247.16,4,0.0,0.0,0.0,38,273,Website,1
55,Male,Single,Low,1,54.82,54.82,1,0.0,0.0,0.0,25,208,Website,0
55,Female,Married,Medium,9,1865.09,207.23222222222222,4,2.0,1.0,1.0,3,26,Website,0
67,Male,Widowed,Low,3,718.24,239.41333333333333,2,0.0,0.0,0.0,27,333,Online Banking,0
49,Female,Single,Medium,4,797.14,199.285,3,0.0,0.0,0.0,24,138,Online Banking,0
50,Female,Widowed,Low,3,1058.9,352.9666666666667,2,0.0,0.0,0.0,27,308,Mobile App,0
66,Female,Married,Medium,9,1915.01,212.7788888888889,5,1.0,1.0,1.0,6,155,Mobile App,0
34,Female,Married,Low,1,267.44,267.44,1,2.0,0.0,0.0,25,106,Mobile App,0
50,Female,Single,Low,7,1722.8,246.1142857142857,4,2.0,1.0,1.0,43,154,Website,0
28,Male,Divorced,High,7,1786.6,255.22857142857143,4,0.0,0.0,0.0,31,193,Online Banking,0
30,Male,Widowed,Low,6,1176.86,196.14333333333332,4,0.0,0.0,0.0,44,123,Mobile App,0
47,Female,Widowed,High,8,1799.3600000000001,224.92000000000002,3,1.0,0.0,0.0,9,236,Mobile App,0
18,Female,Divorced,Medium,4,1140.8200000000002,285.20500000000004,4,0.0,0.0,0.0,39,82,Mobile App,1
47,Female,Divorced,High,7,1547.47,221.06714285714287,4,0.0,0.0,0.0,29,18,Website,1
44,Male,Widowed,Low,9,2059.02,228.78,4,1.0,0.0,0.0,14,85,Mobile App,0
57,Female,Single,High,6,1778.2,296.3666666666667,4,1.0,0.0,0.0,36,57,Online Banking,0
40,Male,Divorced,High,3,1135.0,378.3333333333333,3,1.0,1.0,1.0,29,144,Website,0
37,Female,Married,Medium,9,2462.85,273.65,4,2.0,0.0,0.0,43,325,Website,0
23,Male,Single,High,2,760.13,380.065,2,1.0,0.0,0.0,41,282,Website,1
54,Female,Divorced,Medium,5,1930.4099999999999,386.082,4,0.0,0.0,0.0,38,346,Mobile App,1
37,Male,Married,Medium,1,157.62,157.62,1,0.0,0.0,0.0,22,243,Online Banking,1
54,Male,Married,High,5,1462.34,292.46799999999996,4,0.0,0.0,0.0,12,209,Mobile App,1
23,Female,Widowed,Low,8,2584.66,323.0825,4,2.0,0.0,0.0,40,225,Website,0
46,Female,Single,Medium,1,358.27,358.27,1,0.0,0.0,0.0,49,319,Online Banking,0
30,Female,Divorced,High,2,809.61,404.805,1,0.0,0.0,0.0,26,144,Website,0
44,Female,Married,Medium,5,1985.28,397.056,3,1.0,0.0,0.0,46,297,Mobile App,0
67,Male,Widowed,High,1,350.46,350.46,1,1.0,0.0,0.0,28,210,Online Banking,0
37,Male,Divorced,High,1,74.06,74.06,1,2.0,1.0,1.0,21,247,Website,0
30,Male,Married,Low,1,282.29,282.29,1,1.0,0.0,0.0,27,48,Mobile App,0
56,Male,Widowed,High,4,939.39,234.8475,3,2.0,0.0,0.0,33,65,Website,1
25,Male,Married,Medium,9,2591.57,287.95222222222225,5,0.0,0.0,0.0,29,157,Mobile App,0
34,Male,Widowed,Medium,7,1842.6599999999999,263.2371428571428,4,2.0,1.0,1.0,24,277,Mobile App,1
47,Female,Widowed,Low,3,695.9300000000001,231.9766666666667,3,1.0,0.0,0.0,32,196,Website,0
18,Male,Single,Medium,1,394.48,394.48,1,0.0,0.0,0.0,6,40,Website,0
41,Male,Divorced,Low,7,1536.43,219.49,5,2.0,2.0,0.5,27,272,Mobile App,0
33,Male,Widowed,High,6,1440.83,240.13833333333332,3,0.0,0.0,0.0,16,101,Website,0
28,Female,Married,High,7,1539.42,219.91714285714286,5,0.0,0.0,0.0,36,202,Online Banking,0
21,Male,Divorced,High,2,398.92,199.46,2,1.0,0.0,0.0,47,288,Website,0
21,Female,Divorced,Low,5,1280.1000000000001,256.02000000000004,3,2.0,2.0,0.5,30,211,Website,0
34,Male,Divorced,Medium,5,541.1999999999999,108.23999999999998,4,0.0,0.0,0.0,15,165,Website,0
66,Male,Single,Medium,3,451.82,150.60666666666665,3,0.0,0.0,0.0,8,49,Mobile App,0
27,Female,Widowed,High,3,589.06,196.35333333333332,3,1.0,0.0,0.0,31,240,Website,1
38,Male,Widowed,Medium,5,1416.12,283.224,4,0.0,0.0,0.0,9,323,Mobile App,1
55,Male,Widowed,Low,4,956.3,239.075,3,0.0,0.0,0.0,42,203,Online Banking,0
66,Female,Widowed,Low,4,1085.17,271.2925,2,0.0,0.0,0.0,21,254,Online Banking,0
35,Female,Married,Low,7,1494.92,213.56,4,2.0,1.0,1.0,39,54,Online Banking,0
27,Male,Widowed,Low,1,344.33,344.33,1,1.0,0.0,0.0,39,287,Website,0
62,Male,Divorced,Medium,9,2580.58,286.7311111111111,5,2.0,1.0,0.0,43,72,Website,0
33,Female,Widowed,Low,6,2009.3200000000002,334.8866666666667,4,0.0,0.0,0.0,20,165,Online Banking,0
56,Female,Widowed,Medium,6,1453.74,242.29,4,2.0,1.0,1.0,26,24,Website,0
32,Female,Widowed,High,3,858.04,286.0133333333333,3,0.0,0.0,0.0,38,73,Online Banking,0
51,Female,Widowed,Medium,1,32.8,32.8,1,0.0,0.0,0.0,43,214,Mobile App,0
22,Male,Single,Low,5,972.8,194.56,4,1.0,1.0,1.0,14,225,Online Banking,0
34,Male,Divorced,Medium,1,285.35,285.35,1,0.0,0.0,0.0,48,45,Online Banking,0
54,Female,Single,High,6,1553.52,258.92,3,2.0,0.0,0.0,41,325,Online Banking,0
25,Male,Divorced,High,3,964.3299999999999,321.4433333333333,2,2.0,0.0,0.0,21,245,Mobile App,0
41,Female,Widowed,High,4,1021.08,255.27,3,2.0,0.0,0.0,19,272,Online Banking,1
45,Female,Widowed,Medium,3,660.3299999999999,220.10999999999999,2,2.0,0.0,0.0,14,106,Online Banking,0
64,Male,Divorced,Low,9,2348.82,260.98,4,2.0,0.0,0.0,9,294,Online Banking,0
25,Female,Divorced,Low,1,213.98,213.98,1,1.0,1.0,1.0,42,174,Mobile App,1
40,Female,Single,Medium,7,2097.75,299.67857142857144,3,0.0,0.0,0.0,4,230,Mobile App,1
52,Male,Single,Low,1,230.71,230.71,1,0.0,0.0,0.0,23,248,Online Banking,0
48,Male,Married,Low,2,344.12,172.06,2,1.0,0.0,0.0,22,349,Online Banking,0
34,Female,Married,Medium,4,1296.96,324.24,3,1.0,1.0,1.0,20,251,Online Banking,0
45,Male,Single,High,6,748.6800000000001,124.78000000000002,4,2.0,1.0,1.0,19,285,Website,1
65,Male,Married,Low,2,283.95,141.975,2,0.0,0.0,0.0,19,76,Mobile App,1
65,Male,Single,High,3,1105.44,368.48,1,0.0,0.0,0.0,23,67,Mobile App,0
68,Male,Single,Low,1,56.53,56.53,1,0.0,0.0,0.0,31,75,Website,0
29,Male,Single,High,6,1789.81,298.3016666666667,4,0.0,0.0,0.0,46,111,Mobile App,0
41,Male,Married,High,7,1892.1799999999998,270.31142857142856,4,0.0,0.0,0.0,19,109,Mobile App,1
32,Female,Divorced,Low,2,557.62,278.81,2,0.0,0.0,0.0,44,318,Online Banking,0
57,Male,Widowed,Low,3,772.3399999999999,257.44666666666666,2,2.0,1.0,0.0,20,327,Online Banking,0
48,Female,Married,Medium,7,1465.5,209.35714285714286,5,1.0,1.0,1.0,26,109,Mobile App,0
44,Female,Widowed,Low,7,1711.28,244.46857142857144,4,1.0,0.0,0.0,6,228,Website,1
52,Female,Widowed,Low,8,2079.5,259.9375,4,1.0,1.0,1.0,28,242,Online Banking,0
35,Male,Divorced,Medium,1,285.43,285.43,1,0.0,0.0,0.0,41,100,Website,0
53,Male,Married,High,6,913.21,152.20166666666668,3,1.0,0.0,0.0,4,195,Mobile App,1
25,Female,Widowed,Medium,5,1395.3000000000002,279.06000000000006,2,2.0,2.0,0.5,49,237,Mobile App,0
63,Female,Divorced,High,8,1127.04,140.88,4,1.0,1.0,0.0,44,245,Website,0
66,Female,Divorced,Medium,5,1752.58,350.51599999999996,4,2.0,0.0,0.0,9,303,Website,0
55,Female,Single,Low,7,1392.61,198.9442857142857,4,2.0,1.0,0.0,49,54,Online Banking,0
22,Male,Married,Low,7,1683.65,240.52142857142857,5,0.0,0.0,0.0,14,207,Mobile App,1
31,Female,Widowed,High,9,2543.12,282.56888888888886,5,2.0,1.0,1.0,31,321,Website,0
55,Male,Divorced,Low,7,1530.42,218.6314285714286,5,2.0,2.0,1.0,29,159,Website,1
37,Female,Widowed,High,1,483.5,483.5,1,2.0,1.0,1.0,49,208,Mobile App,1
61,Male,Married,Medium,3,801.36,267.12,2,0.0,0.0,0.0,22,106,Website,0
26,Male,Single,Low,1,311.62,311.62,1,1.0,0.0,0.0,9,281,Website,0
50,Female,Widowed,High,1,81.64,81.64,1,0.0,0.0,0.0,11,5,Website,0
35,Female,Single,Medium,9,1801.34,200.14888888888888,4,2.0,2.0,1.0,25,162,Mobile App,0
23,Female,Divorced,Low,5,1020.0,204.0,4,1.0,0.0,0.0,34,154,Website,1
54,Female,Single,Low,1,227.25,227.25,1,0.0,0.0,0.0,38,337,Mobile App,0
19,Male,Widowed,High,2,419.82,209.91,2,0.0,0.0,0.0,5,275,Mobile App,0
47,Male,Married,Low,1,252.15,252.15,1,0.0,0.0,0.0,47,175,Website,0
23,Male,Widowed,High,9,2393.2599999999998,265.91777777777776,4,0.0,0.0,0.0,23,358,Website,0
34,Male,Widowed,Low,6,1670.79,278.465,3,0.0,0.0,0.0,22,141,Mobile App,0
